CapacityRatio,ShareFlex,ShareStorage,ShareWind,SharePV,rNTC
0.6244483683,0.7083048545,2.301147914,0.243974607,0.2797462568,0.3909646633
0.5798655032,0.3363564093,2.572809373,0.4935287261,0.007651781296,0.4058364838
0.830839778,0.6076526456,2.867920067,0.2377317116,0.3370625973,0.686706709
0.7813044411,0.4354576637,0.3196225565,0.4957785843,0.3033562644,0.232251438
0.954900322,0.8865066399,2.703966542,0.2945445365,0.01744548163,0.6456445145
0.9091683842,0.4156161534,1.959824624,0.08741192805,0.09086088737,0.4501264179
0.5551666153,0.5027242731,0.0788415524,0.3469236479,0.2305977591,0.563782079
0.5481039102,0.7046664573,2.375232685,0.4361862327,0.02649391798,0.05469468917
0.4137079461,0.4377803077,2.973587178,0.3784956578,0.337215982,0.5857986481
1.223280424,0.6055758181,0.2444760299,0.3462682678,0.03907348832,0.7034817053
0.548459933,0.8980598379,1.427298963,0.5076180495,0.334022221,0.4681733668
0.9284943575,0.4664712253,0.07572977051,0.09310495778,0.003986455693,0.5585850955
0.8628825782,0.5668895711,2.563336798,0.234698313,0.1661124954,0.528137245
0.8481559235,0.3896079085,1.777170057,0.2969809326,0.17975458,0.6464864422
1.292588396,0.5573126967,2.117092837,0.5473544197,0.1860330515,0.2346620228
0.884551781,0.5190969387,1.994420125,0.5307252344,0.1985043785,0.742506536
0.7232236806,0.2687100161,0.836391288,0.2914236479,0.2160150466,0.2228605048
1.035534829,0.5889059661,2.830419747,0.2007948975,0.305087759,0.1952292715
1.259429959,0.6426444795,2.405195599,0.1187145831,0.01010264639,0.6068289976
0.574260839,0.7591048094,1.525622654,0.3759739489,0.04960689819,0.09570611635
0.5941331029,0.4658333059,2.615770325,0.09833791159,0.2355409297,0.6453260535
1.077867454,0.257495831,2.964530353,0.5321278838,0.07735579861,0.6248065204
0.7338333963,0.7956040741,0.4197168875,0.01090093622,0.3023904466,0.6964394081
0.8787357544,0.3496536534,2.407993492,0.465558677,0.3129779683,0.339479583
1.083329724,0.8736965239,1.810792268,0.3033323577,0.1242071221,0.1813012385
1.001174196,0.3041262839,0.917818189,0.507068784,0.3243840774,0.6286885061
0.9836684899,0.6556155528,1.157241761,0.02517784402,0.1852936811,0.1769897627
1.236676922,0.8705220624,2.204078009,0.001539195192,0.2487566747,0.1962471607
1.056797502,0.757282899,0.5239482657,0.4390804668,0.3168165053,0.2447671001
0.9804326957,0.6258284557,0.2802108287,0.4874363846,0.233606142,0.2224478548
1.06153159,0.8737914732,1.608582056,0.1661609255,0.2021222608,0.02947605065
0.6456297095,0.5599058483,0.8740945257,0.3263358912,0.09926296898,0.3706410294
0.7285409362,0.3364858704,2.901463975,0.2169291584,0.2022907911,0.2941828074
0.6854366796,0.6957721506,0.1475119871,0.2432646093,0.08569180085,0.1443707091
0.8523110316,0.5655783749,1.43143232,0.4704341363,0.1253948252,0.5238287568
0.7677916883,0.355058476,1.135751996,0.4937631916,0.169981747,0.09417294546
0.8046895465,0.5459659566,1.179623472,0.05721006624,0.2391013877,0.4757935633
0.8978814489,0.6182968572,2.587269662,0.5471956356,0.1187775607,0.4033087534
1.025614489,0.4977778196,0.2395355721,0.5175607152,0.082247731,0.5590281454
0.8465386578,0.7795926034,2.279332595,0.104478977,0.1097670884,0.3564697475
0.8162045927,0.4426261559,1.975501822,0.1381695829,0.2271216764,0.2979313577
0.7771194367,0.3800035074,0.2942989542,0.3153771472,0.01327257024,0.209848661
1.13998631,0.6298073061,1.184523304,0.4545766147,0.02534663351,0.4077714145
0.9291470013,0.3135738359,2.230987307,0.1992908612,0.2284081316,0.7174272005
0.7733578607,0.8691473374,0.4515068377,0.1889705028,0.2145148726,0.3331742362
0.7021769997,0.556282292,1.316326441,0.1684686949,0.07044704916,0.170482456
0.6767940315,0.5973363323,2.5416471,0.1586748146,0.2904480583,0.5203474809
1.084540367,0.3216186635,2.580085929,0.06985414357,0.2579712068,0.5827632015
0.8389625779,0.3971029302,1.096123855,0.2290296451,0.1047029984,0.5517342245
0.8536401288,0.6508976029,2.301684636,0.299699319,0.309716183,0.4693443623
0.7449379451,0.5611119402,2.618086355,0.375705243,0.2496195103,0.6294475554
0.5828887114,0.5054848004,1.947156555,0.3464020739,0.08527822849,0.0798193029
0.7876750403,0.406081193,0.8588777622,0.4837648474,0.2406874217,0.188339848
1.016613495,0.7223323581,2.798534203,0.1842816281,0.0400809668,0.5853672896
0.7974332061,0.6985443593,0.6697478792,0.2310500151,0.2599875243,0.599969187
0.9652130989,0.3184776562,2.338087765,0.4823293868,0.0353543215,0.4284802737
0.8812240473,0.6695752901,2.247672942,0.5435346192,0.2655186127,0.6413569211
0.7230633487,0.7884700175,0.8751663493,0.3803394118,0.01980007995,0.250550427
1.091673776,0.8603849214,1.583878526,0.129196408,0.307944903,0.08944458179
0.8150155311,0.7430480897,0.1213495864,0.2607640971,0.1416064684,0.5685796044
0.8183149583,0.6866751193,2.515093309,0.2811794254,0.2493897863,0.7001228389
0.6412312034,0.741432168,1.211174875,0.195472952,0.2646724727,0.5514441054
0.6800749197,0.7931366914,2.229320747,0.02910683967,0.2605392364,0.4317272965
0.5466452606,0.6182691526,0.1782101471,0.4917846584,0.0686081265,0.6521498947
0.920949376,0.7271605531,2.634423291,0.3751471658,0.1452264316,0.6628703232
0.4309750757,0.6496795335,0.477469188,0.4599613762,0.2636296863,0.7248194749
1.243197483,0.3084325562,0.6995974439,0.3957520659,0.3022530546,0.4831126519
0.4288085302,0.4773216321,2.90430742,0.2899387261,0.1834277853,0.6532807423
0.9420061985,0.7916979576,2.291392249,0.4300409066,0.1980805259,0.199432997
0.4635024507,0.5127046955,0.5849737045,0.3016187616,0.1457588217,0.6108997974
0.8921184033,0.8224550083,1.549213266,0.2778747704,0.06498436883,0.4120874339
0.5134520906,0.7227795752,2.807087693,0.1311489803,0.2899370448,0.6817993683
1.210126678,0.328837693,0.1315625513,0.498702524,0.08853176821,0.5740425465
1.12185146,0.8294982848,0.4902529549,0.3738099826,0.1869364697,0.05086075478
1.097582943,0.7347165492,2.087068737,0.2175139175,0.03195131251,0.09795074973
1.099706086,0.5216281888,0.689309853,0.2221802712,0.2833010373,0.1825045423
0.638351579,0.7022350629,1.938854691,0.4943113832,0.3105827943,0.7126754689
0.9185527362,0.3575887028,1.531508932,0.1590637468,0.2489723576,0.247604166
1.042892948,0.7579237444,0.4188770352,0.3529419665,0.1545870474,0.2636629829
0.7061346557,0.2782316307,2.130988025,0.3425099042,0.1449309649,0.7011575044
1.169804679,0.6148137531,2.621867688,0.3753082573,0.01783252758,0.3783187461
0.8955790897,0.6353548437,0.04905208873,0.2756236386,0.242560781,0.05402544562
1.260517693,0.4428514678,0.252810101,0.2373726308,0.1879597334,0.2283800764
0.5371226072,0.2848798723,2.812244692,0.3184193032,0.3209788868,0.05103062651
0.9995131059,0.4684815464,1.243939586,0.4046423148,0.2989555011,0.3928533979
1.151287693,0.8280917682,2.649833004,0.4176337702,0.2689523816,0.07038756291
1.165375694,0.459424876,0.3149862106,0.1797795036,0.3166892124,0.3652468321
0.9890782935,0.7310251212,1.100813417,0.5162442516,0.05217989657,0.3699751741
0.4543428808,0.4194870538,2.720079932,0.388205124,0.3147089138,0.1331577969
0.7692635273,0.7386682424,0.8831387085,0.5128787215,0.03288761472,0.1926484589
0.6716455891,0.3626042296,1.643102776,0.4775215655,0.08474811914,0.2779878015
0.6829431945,0.7203275829,2.674450896,0.2494074333,0.2367095507,0.2048635416
0.9766776739,0.6959677112,0.323777273,0.3313802443,0.1702663794,0.3856897698
0.5981805087,0.5971442654,1.114456915,0.2984470442,0.0208481156,0.5362610582
1.162929307,0.5168172272,2.520949753,0.3145283072,0.1971607593,0.283359713
0.5195864568,0.4656142867,2.013969771,0.4674859036,0.176161071,0.7036574865
1.099039404,0.4015635626,2.473101986,0.3514423707,0.09463985322,0.2144360136
0.9478947108,0.7547839111,1.104196294,0.461656366,0.2527478299,0.3968248047
0.5502314618,0.4459608559,1.965840272,0.4280753641,0.1664404246,0.2913074893
0.9120157919,0.2586720973,2.486354813,0.4472225956,0.08296764425,0.5903903332
0.6138315914,0.3892449981,2.159746978,0.3222466563,0.2250200013,0.5142448023
1.207118065,0.6122492974,1.654985451,0.2215841692,0.1195006291,0.7001839244
0.5133085225,0.2593861196,2.281549302,0.3407950116,0.3244960927,0.6245171932
1.284056652,0.6563796824,2.899538503,0.2723307064,0.1089428021,0.3557519046
0.7092654568,0.319344902,1.299757094,0.2118491657,0.06067651401,0.6610580405
0.918291424,0.4821363962,1.210475586,0.139014389,0.2020179193,0.5509476026
0.9321840637,0.3988956458,2.214245795,0.09482853444,0.3439440368,0.5211388618
1.064855257,0.5848597303,1.722443188,0.3102133084,0.1509100916,0.1139901416
0.7512930415,0.8030161475,1.016815681,0.2843009361,0.02898140347,0.06693206067
0.9377062422,0.4494344478,1.619783154,0.4354470476,0.3216927326,0.7386901692
1.122440279,0.4986881343,2.180795695,0.3374931433,0.04902742674,0.2907648745
0.4632017577,0.5299391878,1.675149248,0.4592410174,0.1472375831,0.03840907513
1.070953386,0.397171749,2.082178647,0.2971334804,0.2169912545,0.2773949095
0.8371686594,0.3938530844,0.6168125211,0.2329821552,0.0612184289,0.009074175007
0.6417472369,0.5932764987,2.020153115,0.2845348281,0.1488156381,0.7124595145
0.8782795474,0.3746101365,1.515794641,0.4065126982,0.05103558488,0.244257972
0.6636388412,0.3508653399,0.9393483211,0.3566630645,0.3196133361,0.4932333467
0.9335933043,0.289791354,2.777589731,0.4741848916,0.02172707696,0.3497960075
0.6819608907,0.567127809,2.223177665,0.4408288303,0.2059247353,0.07929300012
1.149989822,0.279134908,1.743525887,0.238348823,0.1864606323,0.6741212972
0.8412770265,0.6675898782,0.7007294598,0.5233800176,0.1315070114,0.4314144539
0.8835902706,0.4397273758,0.8412849463,0.2665209867,0.3326509191,0.3576452787
0.6519060352,0.3544736497,2.355095081,0.5496540512,0.2717160631,0.7234407705
0.5912903248,0.7905480824,1.338614948,0.4087162986,0.03694182815,0.3241098548
1.05203875,0.5813183774,1.009359241,0.3007513544,0.1130127321,0.4834309899
0.9459299067,0.6438037185,1.310117483,0.419986231,0.1052846207,0.4907116932
0.7212604014,0.724389834,1.013505242,0.1052794301,0.2982592164,0.7358397691
0.6351942619,0.4079926442,0.4592048944,0.3600496607,0.3224741696,0.1202951341
0.7637927284,0.5113738346,1.204118439,0.1205988443,0.06281870421,0.2244052754
0.77402344,0.5107768537,2.472800845,0.3283115348,0.1642943238,0.3530148971
0.8249834856,0.8077446235,1.121601079,0.2107950193,0.07186332161,0.3519313978
0.6327498276,0.6087455006,0.7938396113,0.2931304061,0.2278227923,0.6556101572
0.6761546339,0.837685861,0.06967598023,0.4332520528,0.1034021699,0.3117794327
0.5167547332,0.8311524465,2.427797762,0.449508131,0.06859417986,0.2016202613
0.8497694003,0.3562590772,0.4593865013,0.2336200637,0.2397966981,0.5543897211
0.9771055107,0.6521579968,2.977564996,0.1680266244,0.117554678,0.4016017016
1.294708744,0.8860570611,0.658300861,0.002974856267,0.3346776657,0.1214537726
1.123111827,0.2607085997,1.416636676,0.01148635195,0.2173197143,0.07928854948
1.240193894,0.616064219,0.5524541862,0.003871326506,0.03507291091,0.5763266108
0.9340170909,0.4416028611,0.4574297101,0.3493908889,0.1804440174,0.45963312
0.9417079678,0.8667756553,2.586235985,0.06549168277,0.1993387016,0.7170754471
1.041508626,0.7648696661,1.709233813,0.3558895027,0.06816699803,0.6829558457
0.5073973201,0.879720304,1.073725757,0.4635113012,0.1128771359,0.1255542736
0.6198111848,0.6966796598,2.512513522,0.2065799746,0.114683668,0.187324808
1.202459219,0.6649518432,1.244055138,0.25607409,0.2953419323,0.7453799986
0.9930249237,0.8496369417,1.293522051,0.09220046886,0.04594718362,0.1009575597
0.4233517759,0.4310044818,1.657325943,0.5123253498,0.2457540413,0.5619381035
0.7539133455,0.8542114227,2.241335485,0.1911065654,0.2902563185,0.3147959819
0.9175425172,0.431665707,1.746688478,0.1438268024,0.09502226515,0.6273774825
1.11277016,0.4734138015,1.256853344,0.07358367057,0.138820635,0.4017878783
0.8113771025,0.7344050598,0.5930107396,0.4885221921,0.1202281296,0.6217394514
0.7099585755,0.6916823843,1.236719552,0.2958173274,0.003230019058,0.5319759766
1.211151654,0.4143731991,2.010454539,0.5411437769,0.210943886,0.4934040112
0.7156989237,0.5847122651,0.2388677506,0.1022958323,0.2849908508,0.1041742041
0.4796729922,0.2798849267,0.9307810733,0.5193942029,0.2532375888,0.619915442
1.176178174,0.8369356949,1.674724021,0.07459199019,0.1815823165,0.7496071844
0.9569518066,0.2573015612,0.9738973724,0.3072744973,0.06600015706,0.7240885275
0.8951637318,0.7104998941,0.288328967,0.4422574398,0.07586631698,0.5911843347
0.5707936023,0.7138959092,0.6113546566,0.1083610898,0.3189737057,0.4414078555
0.6442449476,0.4948734685,1.954895115,0.265105508,0.3457258594,0.08715462445
1.199150466,0.7259199601,0.5830951421,0.2244606608,0.2782798845,0.004700141198
0.9481822289,0.7532324748,0.5451973706,0.3887618456,0.08582892807,0.5658736848
0.7722121539,0.5926212208,1.726567734,0.4501485457,0.2776739086,0.6303607087
0.8999039656,0.5281014637,1.768152401,0.0653771127,0.1166069012,0.2612966342
0.4698441582,0.2941805061,1.977975415,0.5227596414,0.08227146514,0.7234983952
0.8712971875,0.2925367201,1.546953086,0.1094824414,0.1627961467,0.7153035204
0.8368236216,0.6787982431,0.7288110721,0.1195361008,0.3431667892,0.1276218865
0.7662404831,0.4359312822,2.264253032,0.2327501355,0.00360361944,0.1970452324
0.8342769767,0.3533521455,2.158051625,0.4174987651,0.09315264464,0.2890178968
1.0365312,0.6570757106,0.2760607962,0.3478417272,0.1883240583,0.04061329845
0.8980987276,0.7613097738,2.639032365,0.4205654136,0.197830689,0.6792443479
1.037120387,0.4525948922,2.122943112,0.2405718633,0.09848635146,0.02699349923
0.7459820973,0.3058844201,0.03550024875,0.3467883753,0.3089489976,0.4188169086
0.7265879263,0.3353481844,2.485350856,0.2587924503,0.05345223563,0.3953558124
0.4905729386,0.8639673535,0.01979883426,0.4848147641,0.0896090116,0.6769821598
1.24268772,0.4918923402,2.969718444,0.1806435362,0.1606209135,0.1550357039
0.7545671699,0.7713859259,1.989469821,0.1827629846,0.2464388775,0.4408130511
1.181612421,0.3269053577,1.333588286,0.2264791669,0.2879518382,0.1457539711
1.185504028,0.4175581012,0.8718978789,0.1430201095,0.236341324,0.71008039
0.6691706189,0.2651859533,0.9537667191,0.02743168194,0.2568914297,0.5947014155
0.701630843,0.8194249297,1.602233954,0.428508295,0.1773819364,0.4431412368
1.073964988,0.4588085319,2.062751559,0.3805799855,0.2103516239,0.1821892062
0.9386447849,0.5020134085,0.4051266404,0.4817845321,0.1358806317,0.2481377121
1.085027017,0.5289010539,1.362430252,0.5315850229,0.3329228673,0.6086125203
0.686578151,0.3046928273,1.088762969,0.3704198232,0.2531154983,0.02180500035
0.7074726989,0.3002250882,1.747044367,0.1500321452,0.1350407951,0.6258097425
0.6852061886,0.8936436765,1.83086961,0.5391617741,0.1594230527,0.523500772
0.964835948,0.2801984781,1.794705485,0.307634062,0.1979521864,0.6538670433
0.5270080192,0.8530527295,0.5062600554,0.1926907603,0.2671781364,0.09170612895
0.9733760888,0.5494039087,2.846881418,0.2467530168,0.2648255884,0.4007603011
0.8616400785,0.3722679642,2.063641234,0.3437811006,0.1353454829,0.2590625871
0.7141165892,0.3810059603,1.014397825,0.3960686835,0.1665459345,0.02390561318
1.271036191,0.8622300785,2.966552547,0.1484377995,0.04659182758,0.4293373009
1.152775701,0.6150036642,1.139288073,0.0004793262674,0.2420498692,0.4736041979
0.9222800613,0.3422005456,1.829072407,0.07494203669,0.1400415999,0.1752542239
0.8337429725,0.5985570434,0.8902900469,0.3745036014,0.0918171795,0.1936120352
0.6147939812,0.2669426308,1.331249707,0.5055262275,0.2974301169,0.4928856003
1.02002553,0.4236433641,1.598055218,0.0801986769,0.1539197902,0.2381294005
0.7169646032,0.6645021613,1.784075213,0.5458542485,0.2518063771,0.02795857401
0.6527362018,0.6146359836,2.655688966,0.3677741352,0.1236541889,0.3738613861
0.9344485466,0.6303574557,2.767798629,0.2827564435,0.02385020238,0.3990137301
0.8630202532,0.2709755752,0.2899295473,0.05191930681,0.2332222608,0.145334532
0.6654903946,0.7863679844,2.330610444,0.2791171934,0.01913354927,0.6126843163
0.6218298158,0.8354383719,2.488410831,0.2659442876,0.04260767019,0.1523436656
1.17932935,0.3146423972,0.2135287686,0.1360827504,0.1306659022,0.4641932171
0.755686005,0.6462593349,0.05554984411,0.2133791269,0.09797007521,0.09311856239
0.9027036833,0.5853076326,1.340344123,0.2084051254,0.1548552421,0.7187512267
0.5698426483,0.310066861,0.261944649,0.3325220684,0.2359602485,0.03774697156
1.253776313,0.8556908531,2.024043886,0.5422021693,0.3249697488,0.4736504458
1.009037582,0.764217822,2.206588212,0.07728133371,0.2880743481,0.5265576626
0.9465917668,0.8867984617,1.713303623,0.51747718,0.06733487728,0.2073830577
0.8432200346,0.8399289393,0.4010148558,0.4834146841,0.08461763025,0.1904593641
1.266353639,0.3871202591,2.003525412,0.2540698707,0.3096128919,0.651743124
0.9272508546,0.4972355915,1.171265179,0.4067154469,0.2858092339,0.3862320637
1.117392087,0.3932852892,0.3185139822,0.3918552177,0.2011513748,0.102693816
0.9107047147,0.6078643041,0.1174303191,0.07091508155,0.3499476662,0.227951706
0.7887608559,0.4323786537,0.5741923792,0.2329298876,0.1813780284,0.5259955888
0.8404443322,0.8574276724,1.406080005,0.1411981269,0.3204662316,0.6498805933
1.063825696,0.5274515022,0.9570870812,0.529858706,0.05116025061,0.5458668724
0.6687071105,0.7304502821,1.858037674,0.03718301854,0.2816397826,0.3171716212
0.5223964352,0.6361950416,1.620801729,0.1646036275,0.3250826902,0.2147009627
1.212451145,0.7238966058,0.3772411497,0.4880763823,0.03835381788,0.07288484223
0.4834454204,0.5440375527,2.567661919,0.2602021195,0.1733233462,0.542008565
1.192673252,0.6766500032,1.484119147,0.4364315735,0.1599752618,0.3130598148
1.090793562,0.703542119,2.136584241,0.07737606727,0.02930028049,0.209578565
1.271759693,0.2824535075,0.2362809379,0.2667352945,0.1438918807,0.5770732733
0.6506459327,0.4088162326,0.009266274165,0.146318002,0.1813997416,0.001200445408
0.6729612949,0.3584337753,0.5976174903,0.4319188958,0.3007855359,0.5617115865
1.198792194,0.331401341,1.537979525,0.3554002905,0.1380877198,0.7258023405
1.176681391,0.3561953447,0.169640381,0.04529493225,0.3056850474,0.6877569441
0.9139237281,0.3169383684,1.733055094,0.5010772662,0.0311519672,0.6252415598
0.6023223346,0.8525661495,0.6702338786,0.08629257813,0.2979466307,0.2177500176
1.037788377,0.7216737547,2.252137732,0.497742384,0.09149043241,0.2420181686
1.004737376,0.8775505763,1.825816896,0.3229286221,0.009511553957,0.05507777631
1.037978361,0.826867982,1.706397849,0.4221883706,0.119278419,0.704946516
1.023836931,0.8679927646,2.176723539,0.5082407871,0.02989470447,0.02577174312
0.540450945,0.535558421,1.345734354,0.1167808784,0.3298404299,0.4867202129
1.287300024,0.7915426495,1.482879073,0.39167451,0.06972207203,0.4154582583
1.169716075,0.4966266303,1.488569952,0.412545899,0.3185279601,0.2884257061
0.9219181281,0.4011370034,1.901683543,0.09604892743,0.06112255952,0.4548375324
0.8588145483,0.4062711417,0.1581354638,0.08062094237,0.1075240945,0.694277178
0.9924826504,0.8866172758,1.707056287,0.1730081415,0.01206777119,0.2844147217
1.234602025,0.7582828309,2.774713308,0.4008108195,0.3111846677,0.4805572963
1.228637024,0.8140298329,0.2299131458,0.3435954444,0.05894788027,0.3477126216
0.8067886575,0.5310032438,1.78164832,0.2582898027,0.3046776487,0.4585389611
1.016872963,0.8323486409,2.049055999,0.3816792694,0.06746829959,0.05040843008
0.813505489,0.8338582039,0.734911607,0.08119663037,0.308419938,0.6348698469
1.16709543,0.3704456614,2.292364527,0.4207521854,0.2158768007,0.3529111721
0.4122533625,0.3451637462,1.686675959,0.4975117613,0.3364640946,0.1990706841
0.8064392542,0.5776574611,1.586291218,0.04131808795,0.06964556902,0.3600958662
0.8068556565,0.3132348224,0.999539813,0.2747498069,0.3174296135,0.4117101803
0.9983937036,0.7632055189,0.4227827003,0.2346232106,0.2060747582,0.549415413
0.4617189683,0.6631559195,2.484882893,0.4503744127,0.03319683175,0.485130475
0.8570148615,0.3697045935,0.3043527179,0.5396158658,0.3231818562,0.4080454738
0.5337719305,0.8533854332,2.697969421,0.3463400545,0.3427193181,0.7078874572
1.009750141,0.2548252254,2.321763878,0.1759254731,0.05180608061,0.4064497761
0.9638841479,0.3777133238,0.06532362792,0.1024376738,0.1379272011,0.4860810484
0.9488008909,0.6812908138,0.5497349206,0.07911254202,0.327313371,0.1617166082
0.7900701577,0.6592666996,1.250061432,0.007715533626,0.1793297075,0.5029844689
0.4156835234,0.7693846504,2.848663162,0.4458054148,0.05203838701,0.3908235949
1.256504458,0.8588701516,0.8275684903,0.3132509873,0.3329674787,0.6437353556
0.9073768758,0.3068829323,2.102803409,0.1894263659,0.1420566806,0.7051212877
0.8944013754,0.8205971959,1.969401473,0.3310861389,0.03446234898,0.6945732829
0.9237130929,0.8865547535,0.4203288585,0.1262475778,0.02267870814,0.1569880327
0.9534052026,0.4635879834,0.1457107354,0.2925220819,0.3366091078,0.5283643491
1.168953614,0.7996191055,2.666440855,0.1307823303,0.2098663909,0.683489984
0.9158624614,0.5062521292,1.094811341,0.07054388891,0.3236788332,0.4733663739
1.226409498,0.4961474924,2.817351851,0.08188480536,0.2939551649,0.6343962063
0.6621603578,0.6139624355,2.656944705,0.1494590208,0.1632097008,0.3772064274
0.6654983621,0.2682780521,2.194416497,0.5350036659,0.1511827369,0.3392641413
0.4189679218,0.7575916558,1.987739507,0.5095392871,0.08597000094,0.714506955
0.4775786578,0.7418270157,2.561512455,0.4747108474,0.173442415,0.4943326552
0.7322936827,0.5674296358,0.9750597974,0.2020577476,0.01022478253,0.4088298225
0.8424590498,0.8366403381,1.616594058,0.1434405193,0.275490856,0.2520824224
0.8700782176,0.8386359164,1.81345712,0.1657747507,0.1177200366,0.7086553087
0.4516427527,0.361730868,2.556360638,0.2658065504,0.2216804349,0.6714670848
1.187903398,0.8224983083,1.734156068,0.08130782451,0.1844192199,0.6280418253
1.221022986,0.3301195814,2.072031606,0.3545849926,0.0009117481861,0.1745582452
0.7269093853,0.3871954416,1.446252508,0.2559150914,0.07327111931,0.0409213991
1.160199097,0.8340636249,1.933803042,0.3217704314,0.2628101726,0.2352947565
0.6789118199,0.2578931121,2.605843579,0.1459760489,0.126906859,0.548107734
0.7516429042,0.8902181286,2.677163408,0.0204655814,0.3391447193,0.06571647482
0.7330205707,0.7945535834,1.731278167,0.3497612373,0.01249736003,0.6561786775
0.8198377023,0.6206724818,1.003191578,0.01606846945,0.2174929725,0.08037473845
0.7457435917,0.3147503178,0.3951674598,0.01701004274,0.3203149913,0.7389343294
1.279768656,0.6242337736,1.540227052,0.4897673229,0.1088488968,0.1071634306
0.5830764209,0.4988029838,2.835726283,0.4084318667,0.1649172019,0.1225245144
0.5975803576,0.3361288359,2.906240256,0.3929547516,0.08684047285,0.4625811659
0.4845656733,0.7775502057,2.455186828,0.3195327855,0.1137060612,0.2033086612
1.238094973,0.7077865803,0.6558696636,0.01839330293,0.1364843056,0.5457088873
1.087224003,0.4513989482,2.946725077,0.4686692616,0.1707987949,0.4544343189
1.162258492,0.4770817026,2.505514045,0.4746018929,0.1383795421,0.04423364333
